,file_name,scores,speaker
0,3510-11.wav,-32.606118344199416,3582
1,3511-18.wav,-30.937627912571248,3511
2,3511-19.wav,-30.853608263167015,3511
3,3511-20.wav,-31.63264553564094,3511
4,3520-11.wav,-33.0709871888569,3520
5,3521-11.wav,-33.88380344921984,3543
6,3531-11.wav,-32.04753558834877,3531
7,3531-12.wav,-28.698514032191706,3551
8,3531-13.wav,-35.644034683343335,3531
9,3531-14.wav,-33.068192158371005,3531
10,3532-11.wav,-34.3994372022528,3532
11,3532-12.wav,-33.2801657714513,3532
12,3532-13.wav,-31.160615909825882,3532
13,3533-11.wav,-33.74525793789124,3533
14,3540-18.wav,-30.299310780408998,3540
15,3540-19.wav,-31.108844603399966,3540
16,3541-28.wav,-32.36089342725355,3541
17,3541-29.wav,-32.4939675108432,3541
18,3541-30.wav,-36.34016160521889,3531
19,3542-23.wav,-33.92563508185847,3542
20,3542-24.wav,-33.8365163119212,3542
21,3542-25.wav,-32.56578592151988,3542
22,3543-22.wav,-33.21820842185673,3543
23,3543-23.wav,-31.015075316899846,3543
24,3543-24.wav,-32.84394079895069,3543
25,3550-15.wav,-27.424809661068462,3550
26,3550-16.wav,-31.272625742538562,3550
27,3551-12.wav,-32.09706749602235,3553
28,3551-13.wav,-31.637916117330654,3553
29,3552-31.wav,-31.93217030888751,3552
30,3552-32.wav,-30.86297349446081,3552
31,3552-33.wav,-33.48487220820226,3552
32,3553-15.wav,-32.867956827584926,3553
33,3553-16.wav,-34.825685896247144,3553
34,3560-36.wav,-32.08962640563966,3560
35,3560-37.wav,-31.154064092207594,3560
36,3560-38.wav,-32.94145197663707,3560
37,3560-39.wav,-31.63891985396948,3560
38,3561-25.wav,-32.27403463741549,3561
39,3561-26.wav,-35.74256497287248,3561
40,3561-27.wav,-33.2284908102924,3561
41,3562-22.wav,-34.3441861356184,3562
42,3562-23.wav,-32.0500398671961,3562
43,3562-24.wav,-29.71602022084416,3562
44,3563-19.wav,-29.61117260312281,3563
45,3563-20.wav,-33.324669651982255,3553
46,3570-14.wav,-31.848617999091577,3570
47,3570-15.wav,-31.21795348325152,3570
48,3571-19.wav,-29.764825967740347,3550
49,3571-20.wav,-36.328634545224965,3521
50,3572-22.wav,-35.78476630257796,3572
51,3572-23.wav,-30.54381140696359,3572
52,3572-24.wav,-32.034412211730235,3572
53,3573-22.wav,-31.099948058478393,3573
54,3573-23.wav,-31.998918113560322,3573
55,3573-24.wav,-33.42622435165215,3573
56,3580-13.wav,-32.053342234775585,3580
57,3580-14.wav,-32.99970994610521,3580
58,3581-15.wav,-31.58419080780483,3581
59,3581-16.wav,-33.63407410512269,3581
60,3582-20.wav,-31.0449120235383,3582
61,3582-21.wav,-33.07772278986875,3582
62,3583-21.wav,-31.304102719181145,3583
63,3583-22.wav,-33.696094323871925,3583
64,hanh-sample10.wav,-25.468585066704804,Hanh
65,hanh-sample11.wav,-27.054185383231875,Hanh
66,hanh-sample12.wav,-27.53305887378953,Hanh
67,hanh-sample13.wav,-27.94785143305358,Hanh
68,hanh-sample14.wav,-26.580235116870224,Hanh
69,hanh-sample5.wav,-30.16514053381459,Hanh
70,hanh-sample6.wav,-25.493199254604697,Hanh
71,hanh-sample7.wav,-28.126008431721583,Hanh
72,hanh-sample8.wav,-25.94493679544717,Hanh
73,hanh-sample9.wav,-24.177570539538774,Hanh
74,nguyet-sample0.wav,-28.39441166941987,nguyet
75,nguyet-sample1.wav,-30.682869884663784,nguyet
76,nguyet-sample10.wav,-21.480264178044184,nguyet
77,nguyet-sample11.wav,-20.988039212801745,nguyet
78,nguyet-sample12.wav,-24.668624109187107,nguyet
79,nguyet-sample13.wav,-22.925982670861224,nguyet
80,nguyet-sample14.wav,-23.207545196280954,nguyet
81,nguyet-sample2.wav,-29.9275308893756,nguyet
82,nguyet-sample3.wav,-21.507448020617108,nguyet
83,nguyet-sample4.wav,-23.270365163185147,nguyet
84,nguyet-sample5.wav,-23.26981968812179,nguyet
85,nguyet-sample6.wav,-24.341382475149672,nguyet
86,nguyet-sample7.wav,-24.36018984374853,nguyet
87,nguyet-sample8.wav,-27.88317715049791,nguyet
88,nguyet-sample9.wav,-23.757920142912962,nguyet
89,quan-sample0.wav,-31.889559148102393,Quan
90,quan-sample1.wav,-27.81981756470906,Quan
91,quan-sample10.wav,-28.86380114033042,Quan
92,quan-sample11.wav,-28.184190107697084,Quan
93,quan-sample12.wav,-27.89002208842096,Quan
94,quan-sample13.wav,-28.84350227161682,Quan
95,quan-sample14.wav,-28.629693944023305,Quan
96,quan-sample2.wav,-29.289015699641727,Quan
97,quan-sample3.wav,-28.02649587577622,Quan
98,quan-sample4.wav,-31.1617890131518,Quan
99,quan-sample5.wav,-29.67272571864249,Quan
100,quan-sample6.wav,-26.758094994397087,Quan
101,quan-sample7.wav,-25.917574955719306,Quan
102,quan-sample8.wav,-29.934699764618482,Quan
103,quan-sample9.wav,-29.10496642086412,Quan
104,thanh-sample0.wav,-20.054140618565626,Thanh
105,thanh-sample1.wav,-22.50662474267439,Thanh
106,thanh-sample10.wav,-22.130781865190983,Thanh
107,thanh-sample11.wav,-26.69222167624686,Thanh
108,thanh-sample2.wav,-21.157205207547342,Thanh
109,thanh-sample3.wav,-21.261026444914847,Thanh
110,thanh-sample4.wav,-22.81930410191421,Thanh
111,thanh-sample5.wav,-21.78002656974754,Thanh
112,thanh-sample6.wav,-21.4828259449453,Thanh
113,thanh-sample7.wav,-26.143082811765577,Thanh
114,thanh-sample8.wav,-20.140605713559243,Thanh
115,thanh-sample9.wav,-23.051322478257905,Thanh
